"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Somerset County, PA"	"42111"	15	74501	Unreliable
	"Venango County, PA"	"42121"	15	51762	Unreliable
	"Washington County, PA"	"42125"	36	207298	1.74
	"Wayne County, PA"	"42127"	16	51205	Unreliable
	"Westmoreland County, PA"	"42129"	70	352627	1.99
	"Wyoming County, PA"	"42131"	11	27322	Unreliable
	"York County, PA"	"42133"	88	446078	1.97
	"Kent County, RI"	"44003"	21	163760	1.28
	"Newport County, RI"	"44005"	14	83460	Unreliable
	"Providence County, RI"	"44007"	69	637357	1.08
	"Washington County, RI"	"44009"	20	126150	1.59
	"Aiken County, SC"	"45003"	42	168179	2.50
	"Anderson County, SC"	"45007"	35	198759	1.76
	"Beaufort County, SC"	"45013"	26	186844	1.39
	"Berkeley County, SC"	"45015"	31	217937	1.42
	"Charleston County, SC"	"45019"	50	401438	1.25
	"Cherokee County, SC"	"45021"	15	57105	Unreliable
	"Chester County, SC"	"45023"	11	32301	Unreliable
	"Darlington County, SC"	"45031"	15	67265	Unreliable
	"Dorchester County, SC"	"45035"	33	156456	2.11
	"Florence County, SC"	"45041"	15	138566	Unreliable
	"Greenville County, SC"	"45045"	85	506837	1.68
	"Horry County, SC"	"45051"	66	333268	1.98
	"Kershaw County, SC"	"45055"	15	65036	Unreliable
	"Lancaster County, SC"	"45057"	17	92550	Unreliable
	"Laurens County, SC"	"45059"	12	66848	Unreliable
	"Lexington County, SC"	"45063"	44	290642	1.51
	"Oconee County, SC"	"45073"	18	77270	Unreliable
	"Orangeburg County, SC"	"45075"	13	87476	Unreliable
	"Pickens County, SC"	"45077"	28	123479	2.27
	"Richland County, SC"	"45079"	61	411592	1.48
	"Spartanburg County, SC"	"45083"	64	306854	2.09
	"Sumter County, SC"	"45085"	10	106847	Unreliable
	"York County, SC"	"45091"	42	266439	1.58
	"Lawrence County, SD"	"46081"	11	25429	Unreliable
	"Minnehaha County, SD"	"46099"	46	188616	2.44
	"Pennington County, SD"	"46103"	26	110141	2.36
	"Anderson County, TN"	"47001"	11	76257	Unreliable
	"Bedford County, TN"	"47003"	11	48117	Unreliable
	"Blount County, TN"	"47009"	29	129929	2.23
	"Bradley County, TN"	"47011"	14	105560	Unreliable
	"Campbell County, TN"	"47013"	10	39648	Unreliable
	"Cheatham County, TN"	"47021"	10	40330	Unreliable
	"Coffee County, TN"	"47031"	13	55034	Unreliable
	"Cumberland County, TN"	"47035"	16	59078	Unreliable
	"Davidson County, TN"	"47037"	92	691243	1.33
	"Dickson County, TN"	"47043"	14	52853	Unreliable
	"Dyer County, TN"	"47045"	10	37463	Unreliable
	"Franklin County, TN"	"47051"	11	41652	Unreliable
	"Greene County, TN"	"47059"	16	68808	Unreliable
	"Hamblen County, TN"	"47063"	11	64277	Unreliable
	"Hamilton County, TN"	"47065"	68	361613	1.88
	"Knox County, TN"	"47093"	83	461860	1.80
	"Lincoln County, TN"	"47103"	10	33751	Unreliable
	"McMinn County, TN"	"47107"	13	52877	Unreliable
	"McNairy County, TN"	"47109"	10	26004	Unreliable
	"Madison County, TN"	"47113"	21	97643	2.15
	"Maury County, TN"	"47119"	14	92163	Unreliable
	"Montgomery County, TN"	"47125"	42	200182	2.10
	"Putnam County, TN"	"47141"	13	77674	Unreliable
	"Roane County, TN"	"47145"	19	53036	Unreliable
	"Robertson County, TN"	"47147"	13	70177	Unreliable
	"Rutherford County, TN"	"47149"	49	317157	1.54
	"Sevier County, TN"	"47155"	29	97638	2.97
	"Shelby County, TN"	"47157"	94	936961	1.00
	"Sullivan County, TN"	"47163"	29	157158	1.85
	"Sumner County, TN"	"47165"	37	183545	2.02
	"Tipton County, TN"	"47167"	11	61366	Unreliable
	"Washington County, TN"	"47179"	24	127806	1.88
	"Williamson County, TN"	"47187"	28	226257	1.24
	"Wilson County, TN"	"47189"	22	136442	1.61
	"Anderson County, TX"	"48001"	18	57741	Unreliable
	"Angelina County, TX"	"48005"	12	87805	Unreliable
	"Atascosa County, TX"	"48013"	10	48981	Unreliable
	"Austin County, TX"	"48015"	10	29786	Unreliable
	"Bastrop County, TX"	"48021"	18	84761	Unreliable
	"Bell County, TX"	"48027"	57	347833	1.64
	"Bexar County, TX"	"48029"	261	1958578	1.33
	"Bowie County, TX"	"48037"	13	94012	Unreliable
	"Brazoria County, TX"	"48039"	54	362457	1.49
	"Brazos County, TX"	"48041"	18	222830	Unreliable
	"Cameron County, TX"	"48061"	42	423725	0.99
	"Cherokee County, TX"	"48073"	10	52240	Unreliable
	"Collin County, TX"	"48085"	120	969603	1.24
	"Comal County, TX"	"48091"	33	141009	2.34
	"Cooke County, TX"	"48097"	12	39895	Unreliable
	"Coryell County, TX"	"48099"	18	74913	Unreliable
	"Dallas County, TX"	"48113"	308	2618148	1.18
	"Denton County, TX"	"48121"	113	836210	1.35
	"Ector County, TX"	"48135"	25	157087	1.59
	"Ellis County, TX"	"48139"	23	173620	1.32
	"El Paso County, TX"	"48141"	82	840410	0.98
	"Fannin County, TX"	"48147"	11	34446	Unreliable
	"Fort Bend County, TX"	"48157"	79	764828	1.03
	"Galveston County, TX"	"48167"	59	335036	1.76
	"Grayson County, TX"	"48181"	35	131140	2.67
	"Gregg County, TX"	"48183"	19	123367	Unreliable
	"Guadalupe County, TX"	"48187"	15	159659	Unreliable
	"Hardin County, TX"	"48199"	10	57139	Unreliable
	"Harris County, TX"	"48201"	491	4652980	1.06
	"Hays County, TX"	"48209"	30	214485	1.40
	"Henderson County, TX"	"48213"	16	81064	Unreliable
	"Hidalgo County, TX"	"48215"	59	860661	0.69
	"Hopkins County, TX"	"48223"	10	36496	Unreliable
	"Howard County, TX"	"48227"	11	36040	Unreliable
	"Hunt County, TX"	"48231"	16	93872	Unreliable
	"Jefferson County, TX"	"48245"	35	256299	1.37
	"Jim Wells County, TX"	"48249"	10	40871	Unreliable
	"Johnson County, TX"	"48251"	22	167301	1.31
	"Jones County, TX"	"48253"	10	19983	Unreliable
	"Kaufman County, TX"	"48257"	17	122883	Unreliable
	"Kerr County, TX"	"48265"	11	51720	Unreliable
	"Lamar County, TX"	"48277"	13	49587	Unreliable
	"Liberty County, TX"	"48291"	13	83658	Unreliable
	"Lubbock County, TX"	"48303"	46	305225	1.51
	"McLennan County, TX"	"48309"	32	251259	1.27
	"Midland County, TX"	"48329"	14	165049	Unreliable
	"Montgomery County, TX"	"48339"	86	570934	1.51
	"Navarro County, TX"	"48349"	10	48701	Unreliable
	"Nueces County, TX"	"48355"	50	361221	1.38
	"Orange County, TX"	"48361"	17	85047	Unreliable
	"Parker County, TX"	"48367"	22	133463	1.65
	"Potter County, TX"	"48375"	23	120458	1.91
	"Randall County, TX"	"48381"	30	134442	2.23
	"Rockwall County, TX"	"48397"	17	96788	Unreliable
	"Smith County, TX"	"48423"	51	227727	2.24
	"Tarrant County, TX"	"48439"	257	2054475	1.25
	"Taylor County, TX"	"48441"	32	136290	2.35
	"Tom Green County, TX"	"48451"	26	118019	2.20
	"Travis County, TX"	"48453"	164	1226698	1.34
	"Van Zandt County, TX"	"48467"	11	55182	Unreliable
	"Victoria County, TX"	"48469"	17	92084	Unreliable
	"Walker County, TX"	"48471"	12	72245	Unreliable
	"Webb County, TX"	"48479"	14	274794	Unreliable
	"Wichita County, TX"	"48485"	32	132000	2.42
	"Williamson County, TX"	"48491"	63	547545	1.15
	"Wise County, TX"	"48497"	15	66181	Unreliable
	"Wood County, TX"	"48499"	15	44314	Unreliable
	"Box Elder County, UT"	"49003"	10	54079	Unreliable
	"Cache County, UT"	"49005"	11	124438	Unreliable
	"Davis County, UT"	"49011"	74	347637	2.13
	"Iron County, UT"	"49021"	10	51001	Unreliable
	"Salt Lake County, UT"	"49035"	254	1135649	2.24
	"Tooele County, UT"	"49045"	19	67456	Unreliable
	"Uintah County, UT"	"49047"	10	35150	Unreliable
	"Utah County, UT"	"49049"	90	606425	1.48
	"Washington County, UT"	"49053"	45	165662	2.72
	"Weber County, UT"	"49057"	73	251769	2.90
	"Bennington County, VT"	"50003"	10	35594	Unreliable
	"Caledonia County, VT"	"50005"	12	30164	Unreliable
	"Chittenden County, VT"	"50007"	18	162372	Unreliable
	"Franklin County, VT"	"50011"	14	49025	Unreliable
	"Rutland County, VT"	"50021"	10	59087	Unreliable
	"Windham County, VT"	"50025"	12	42869	Unreliable
	"Windsor County, VT"	"50027"	11	55100	Unreliable
	"Albemarle County, VA"	"51003"	17	107702	Unreliable
	"Arlington County, VA"	"51013"	24	234965	1.02
	"Augusta County, VA"	"51015"	14	75144	Unreliable
	"Bedford County, VA"	"51019"	18	77974	Unreliable
	"Carroll County, VA"	"51035"	10	29708	Unreliable
	"Chesterfield County, VA"	"51041"	56	343599	1.63
	"Culpeper County, VA"	"51047"	11	51282	Unreliable
	"Fairfax County, VA"	"51059"	97	1148433	0.84
	"Fauquier County, VA"	"51061"	14	69465	Unreliable
	"Franklin County, VA"	"51067"	12	56445	Unreliable
	"Frederick County, VA"	"51069"	17	86484	Unreliable
	"Hanover County, VA"	"51085"	15	105923	Unreliable
	"Henrico County, VA"	"51087"	47	327898	1.43
	"Loudoun County, VA"	"51107"	43	398080	1.08
	"Montgomery County, VA"	"51121"	10	98559	Unreliable
	"Pittsylvania County, VA"	"51143"	11	61258	Unreliable
	"Prince William County, VA"	"51153"	44	463023	0.95
	"Roanoke County, VA"	"51161"	12	93730	Unreliable
	"Rockingham County, VA"	"51165"	14	80227	Unreliable
	"Shenandoah County, VA"	"51171"	10	43225	Unreliable
	"Spotsylvania County, VA"	"51177"	10	133033	Unreliable
	"Stafford County, VA"	"51179"	13	146649	Unreliable
	"Washington County, VA"	"51191"	21	54387	3.86
	"Wise County, VA"	"51195"	15	38586	Unreliable
	"Alexandria city, VA"	"51510"	19	160035	Unreliable
	"Chesapeake city, VA"	"51550"	32	240397	1.33
	"Hampton city, VA"	"51650"	15	134669	Unreliable
	"Lynchburg city, VA"	"51680"	15	80995	Unreliable
	"Newport News city, VA"	"51700"	19	179388	Unreliable
	"Norfolk city, VA"	"51710"	34	244703	1.39
	"Portsmouth city, VA"	"51740"	14	94572	Unreliable
	"Richmond city, VA"	"51760"	23	227032	1.01
	"Roanoke city, VA"	"51770"	24	99837	2.40
	"Suffolk city, VA"	"51800"	11	90237	Unreliable
	"Virginia Beach city, VA"	"51810"	52	450435	1.15
	"Benton County, WA"	"53005"	44	198171	2.22
	"Clallam County, WA"	"53009"	24	75474	3.18
	"Clark County, WA"	"53011"	88	474643	1.85
	"Cowlitz County, WA"	"53015"	28	106910	2.62
	"Franklin County, WA"	"53021"	10	92125	Unreliable
	"Grant County, WA"	"53025"	13	95158	Unreliable
	"Grays Harbor County, WA"	"53027"	10	72697	Unreliable
	"Island County, WA"	"53029"	15	83159	Unreliable
	"Jefferson County, WA"	"53031"	11	31234	Unreliable
	"King County, WA"	"53033"	269	2188649	1.23
	"Kitsap County, WA"	"53035"	45	266414	1.69
	"Kittitas County, WA"	"53037"	11	46205	Unreliable
	"Lewis County, WA"	"53041"	26	78200	3.32
	"Mason County, WA"	"53045"	17	63710	Unreliable
	"Okanogan County, WA"	"53047"	11	41742	Unreliable
	"Pierce County, WA"	"53053"	191	876764	2.18
	"Skagit County, WA"	"53057"	28	125619	2.23
	"Snohomish County, WA"	"53061"	129	801633	1.61
	"Spokane County, WA"	"53063"	113	506152	2.23
	"Stevens County, WA"	"53065"	13	44730	Unreliable
	"Thurston County, WA"	"53067"	61	280588	2.17
	"Walla Walla County, WA"	"53071"	12	60567	Unreliable
	"Whatcom County, WA"	"53073"	43	221404	1.94
	"Whitman County, WA"	"53075"	10	49046	Unreliable
	"Yakima County, WA"	"53077"	27	250193	1.08
	"Berkeley County, WV"	"54003"	23	114920	2.00
	"Cabell County, WV"	"54011"	20	94958	2.11
	"Harrison County, WV"	"54033"	22	67811	3.24
	"Kanawha County, WV"	"54039"	44	183293	2.40
	"Mercer County, WV"	"54055"	26	59753	4.35
	"Monongalia County, WV"	"54061"	11	105030	Unreliable
	"Putnam County, WV"	"54079"	16	56792	Unreliable
	"Raleigh County, WV"	"54081"	10	75022	Unreliable
	"Wood County, WV"	"54107"	21	85104	2.47
	"Barron County, WI"	"55005"	11	45251	Unreliable
	"Brown County, WI"	"55009"	46	262052	1.76
	"Chippewa County, WI"	"55017"	10	63813	Unreliable
	"Dane County, WI"	"55025"	72	536416	1.34
	"Dodge County, WI"	"55027"	17	87786	Unreliable
	"Eau Claire County, WI"	"55035"	17	103671	Unreliable
	"Fond du Lac County, WI"	"55039"	23	102548	2.24
	"Jefferson County, WI"	"55055"	17	84832	Unreliable
	"Kenosha County, WI"	"55059"	24	168521	1.42
	"La Crosse County, WI"	"55063"	24	118274	2.03
	"Manitowoc County, WI"	"55071"	15	79175	Unreliable
	"Marathon County, WI"	"55073"	20	135732	1.47
	"Marinette County, WI"	"55075"	12	40310	Unreliable
	"Milwaukee County, WI"	"55079"	154	952085	1.62
	"Outagamie County, WI"	"55087"	31	186059	1.67
	"Ozaukee County, WI"	"55089"	10	88429	Unreliable
	"Polk County, WI"	"55095"	14	43450	Unreliable
	"Racine County, WI"	"55101"	30	196071	1.53
	"Rock County, WI"	"55105"	35	162309	2.16
	"St. Croix County, WI"	"55109"	19	88703	Unreliable
	"Sheboygan County, WI"	"55117"	20	115344	1.73
	"Walworth County, WI"	"55127"	13	103082	Unreliable
	"Washington County, WI"	"55131"	20	135101	1.48
	"Waukesha County, WI"	"55133"	60	400621	1.50
	"Waupaca County, WI"	"55135"	12	51225	Unreliable
	"Winnebago County, WI"	"55139"	25	170414	1.47
	"Campbell County, WY"	"56005"	15	46242	Unreliable
	"Fremont County, WY"	"56013"	12	39803	Unreliable
	"Laramie County, WY"	"56021"	24	98327	2.44
	"Natrona County, WY"	"56025"	24	79547	3.02
	"Sweetwater County, WY"	"56037"	16	43534	Unreliable
"Total"			47173	325719178	1.45
"---"
"Dataset: Underlying Cause of Death, 1999-2017"
"Query Parameters:"
"Injury Intent: Suicide"
"Year/Month: 2017"
"Group By: County"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 10,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: May 25, 2019 9:35:54 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on May 25, 2019 9:35:54 PM"
"---"
Messages:
"1. Rows with zero Deaths are hidden, but the Population values in those rows are included in the totals. Use Quick Options above"
"to show zero rows."
"2. Rows with suppressed Deaths are hidden, but the Deaths and Population values in those rows are included in the totals. Use"
"Quick Options above to show suppressed rows."
"---"
Footnotes:
"1. Data are not available for this area for all of the requested years. See Caveats below for more information."
"---"
Caveats:
"1. Data for Prince of Wales-Outer Ketchikan Census Area, AK (FIPS code 02201), Skagway-Hoonah-Angoon Census Area, AK (FIPS code"
"02232) and Wrangell-Petersburg Census Area, AK (FIPS code 02280) are only available for 2013 and earlier; for computational"
"purposes, counts and population estimates for 2014 and later are set to zero. Thus, counts and rates shown in multi-year"
"requests for this entity do not include any data for years after 2013, only data for 2013 and earlier. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Alaska2014."
"2. Data for Bedford city, Va. (FIPS code 51515) are only available for 2013 and earlier; for computational purposes, counts and"
"population estimates for 2014 and later are set to zero. Thus, counts and rates shown in multi-year requests for this entity do"
"not include any data for years after 2014, only data for 2013 and earlier. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Bedford."
"3. Death rates for Clifton Forge city, Virginia (FIPS code 51560) are available only for 1999-2000. For 2001 and beyond, death"
"counts and population estimates for Clifton Forge city have been combined with those for Alleghany county, Virginia (FIPS code"
"51005). Death counts and population estimates for this entity from multi-year requests, only reflect data from 1999 and 2000;"
"for 2001 and beyond they have been set to zero. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Clifton Forge."
"4. Deaths and population estimates are shown separately from the adjacent counties for Carson City, Nevada (FIPS code 32510)."
"5. Deaths and population estimates are reported separately for Baltimore City (FIPS code 24510) and Baltimore county (FIPS code"
"24005)."
"6. Deaths and population estimates are reported separately for St. Louis City (FIPS code 29510) and county (FIPS code 29189)."
"7. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"8. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"9. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017"
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for"
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS"
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The"
"population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal"
"series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010 are April 1"
"Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from"
"the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are"
"April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population"
"figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 -"
"2009 differ slightly from previously published reports, due to use of the population estimates which were available at the time"
"of release."
"10. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
